Titulo,Autor,Calificacion,Categoria,Portada,Ancho,Alto
Before They Are Hanged,Joe Abercrombie,4.5,Science-Fiction-Fantasy-Horror,./imagenes/01101.jpg,143,220
The Well of Ascension,Brandon Sanderson,4.5,Science-Fiction-Fantasy-Horror,./imagenes/01102.jpg,143,214
Moon Over Soho,Ben Aaronovitch,4.0,Science-Fiction-Fantasy-Horror,./imagenes/01103.jpg,143,220
Harry Potter and the Cursed Child - Parts One and Two,J. K. Rowling,3.5,Science-Fiction-Fantasy-Horror,./imagenes/01104.jpg,140,220
The Ender Quartet Boxed Set,Orson Scott Card,4.5,Science-Fiction-Fantasy-Horror,./imagenes/01105.jpg,173,202
The Satanic Verses,Salman Rushdie,3.5,Science-Fiction-Fantasy-Horror,./imagenes/01106.jpg,133,204
Harry Potter and the Order of the Phoenix,J. K. Rowling,4.5,Science-Fiction-Fantasy-Horror,./imagenes/01107.jpg,147,220
Harry Potter and the Deathly Hallows,J. K. Rowling,4.5,Science-Fiction-Fantasy-Horror,./imagenes/01108.jpg,152,220
Iron Crowned,Richelle Mead,4.0,Science-Fiction-Fantasy-Horror,./imagenes/01109.jpg,137,220
Daughter of Smoke and Bone,Laini Taylor,4.0,Science-Fiction-Fantasy-Horror,./imagenes/01110.jpg,144,220
Dreams of Gods and Monsters,Laini Taylor,4.0,Science-Fiction-Fantasy-Horror,./imagenes/01111.jpg,144,220
Red Rising,Pierce Brown,4.5,Science-Fiction-Fantasy-Horror,./imagenes/01112.jpg,143,220
Revival,Stephen King,4.0,Science-Fiction-Fantasy-Horror,./imagenes/01113.jpg,144,220
Fahrenheit 451,Ray Bradbury,4.0,Science-Fiction-Fantasy-Horror,./imagenes/01113.jpg,143,220
The Wicked King (The Folk of the Air #2),Holly Black,4.5,Science-Fiction-Fantasy-Horror,./imagenes/01114.jpg,143,220
Soul Music,Terry Pratchett,4.0,Science-Fiction-Fantasy-Horror,./imagenes/01115.jpg,114,189
Witches Abroad,Terry Pratchett,4.0,Science-Fiction-Fantasy-Horror,./imagenes/01116.jpg,132,220
Mitosis,Brandon Sanderson,4.0,Science-Fiction-Fantasy-Horror,./imagenes/01117.jpg,139,220
The Lady of the Lake,Andrzej Sapkowski,4.5,Science-Fiction-Fantasy-Horror,./imagenes/01118.jpg,143,220
William Shakespeare's Star Wars,Ian Doescher,4.0,Science-Fiction-Fantasy-Horror,./imagenes/01119.jpg,132,203
Saga Volume 4,Brian K. Vaughan,4.5,Science-Fiction-Fantasy-Horror,./imagenes/01120.jpg,121,184
Paper Girls Volume 2,Brian K. Vaughan,4.0,Science-Fiction-Fantasy-Horror,./imagenes/01121.jpg,145,220
Spellslinger,Sebastien de Castell,4.0,Science-Fiction-Fantasy-Horror,./imagenes/01122.jpg,140,220
Alice's Nightmare in Wonderland Colouring Book,Jonathan Green,4.0,Science-Fiction-Fantasy-Horror,./imagenes/01123.jpg,152,215
Dead Reckoning,Charlaine Harris,4.0,Science-Fiction-Fantasy-Horror,./imagenes/01124.jpg,137,220
Predictably Irrational,Dan Ariely,4.0,Science-Geography,./imagenes/01125.jpg,145,220
Big Questions from Little People...,Gemma Elwin Harris,4.0,Science-Geography,./imagenes/01126.jpg,153,220
Cartoon Guide to Statistics,Larry Gonick,4.0,Science-Geography,./imagenes/01127.jpg,175,220
Give Me Half!,Stuart J. Murphy,4.0,Science-Geography,./imagenes/01128.jpg,180,143
The Continuum Concept,Jean Liedloff,4.0,Science-Geography,./imagenes/01129.jpg,172,220
The Drunkard's Walk,Leonard Mlodinow,4.0,Science-Geography,./imagenes/01130.jpg,129,200
The Undoing Project,Michael Lewis,4.0,Science-Geography,./imagenes/01131.jpg,144,220
Mathematics: A Very Short Introduction,Timothy Gowers,4.0,Science-Geography,./imagenes/01132.jpg,130,205
"Oxford IB Diploma Programme: IB Mathematics: applications and interpretation- Standard Level- Print and Enhanced Online Course Book Pack",Jane Forrest,0.0,Science-Geography,./imagenes/01133.jpg,180,211
Life Lessons from a Brain Surgeon,Rahul Jandial,4.5,Science-Geography,./imagenes/01134.jpg,144,220
Collapse,Jared Diamond,4.0,Science-Geography,./imagenes/01135.jpg,136,211
The Drunkard's Walk,Leonard Mlodinow,4.0,Science-Geography,./imagenes/01136.jpg,129,220
Seven Days That Divide the World,John C. Lennox,4.0,Science-Geography,./imagenes/01136.jpg,143,205
Pattern Recognition and Machine Learning,Christopher M. Bishop,4.5,Science-Geography,./imagenes/01137.jpg,163,220
Stiff,Mary Roach,4.0,Science-Geography,./imagenes/01138.jpg,147,220
The Power Broker,Robert A. Caro,4.5,Science-Geography,./imagenes/01139.jpg,144,220
Learning the Art of Electronics,Thomas C. Hayes,5.0,Science-Geography,./imagenes/01139.jpg,175,220
An African Love Story,Dame Daphne Sheldrick,4.0,Science-Geography,./imagenes/01140.jpg,126,210
Spell Of The Sensuous,David Abram,4.0,Science-Geography,./imagenes/01141.jpg,146,220
Quadrivium,Miranda Lundy,4.5,Science-Geography,./imagenes/01142.jpg,174,220
Start Something That Matters,Blake Mycoskie,4.0,Science-Geography,./imagenes/01143.jpg,143,220
Hello World,Hannah Fry,4.0,Science-Geography,./imagenes/01144.jpg,143,220
Sustainable Energy - without the hot air,David J. C. MacKay,4.5,Science-Geography,./imagenes/01144.jpg,192,220
Pihkal,Alexander T. Shulgin,4.5,Science-Geography,./imagenes/01145.jpg,145,220
Brain Rules (Updated and Expanded),John Medina,4.0,Science-Geography,./imagenes/01146.jpg,145,220
The Push,Tommy Caldwell,4.5,Science-Geography,./imagenes/01147.jpg,143,220
The Sixth Extinction,Kolbert,4.0,Science-Geography,./imagenes/01148.jpg,145,220
The Ordnance Survey Puzzle Book,Ordnance Survey,3.5,Science-Geography,./imagenes/01149.jpg,147,220
Great Maps,Jerry Brotton,4.5,Science-Geography,./imagenes/01150.jpg,183,220
An Introduction to Statistical Learning,Gareth James,4.5,Science-Geography,./imagenes/01151.jpg,148,220
The Grain Brain Whole Life Plan,David Perlmutter,4.0,Science-Geography,./imagenes/01152.jpg,138,220
Lifespan,David A Sinclair,4.5,Science-Geography,./imagenes/01153.jpg,146,220
Wilding,Isabella Tree,4.5,Science-Geography,./imagenes/01154.jpg,145,220
Solve For Happy,Mo Gawdat,4.0,Science-Geography,./imagenes/01155.jpg,128,195
Braiding Sweetgrass,Robin Wall Kimmerer,4.5,Science-Geography,./imagenes/01156.jpg,157,177
The One-Straw Revolution,Masanobu Fukuoka,4.5,Science-Geography,./imagenes/01157.jpg,136,220
Mitochondria and the Future of Medicine,Lee Know,4.5,Science-Geography,./imagenes/01158.jpg,146,220
Key Poses of Yoga: the Scientific Keys Vol 2,Ray Long,4.5,Science-Geography,./imagenes/01159.jpg,205,153
Wired For Story,Lisa Cron,4.0,Science-Geography,./imagenes/01160.jpg,147,220
Merchants of Doubt,Naomi Oreskes,4.0,Science-Geography,./imagenes/01161.jpg,147,220
Soap Crafting,Anne-marie Faiola,4.5,Science-Geography,./imagenes/01162.jpg,167,220
The Sports Gene,David Epstein,4.0,Science-Geography,./imagenes/01162.jpg,143,220
Invisible Women,Caroline Criado Perez,4.5,Science-Geography,./imagenes/01163.jpg,144,220
Sapiens,Yuval Noah Harari,4.5,Science-Geography,./imagenes/01164.jpg,159,220
Fingers in the Sparkle Jar,Chris Packham,4.0,Science-Geography,./imagenes/01165.jpg,140,211
Wave,Sonali Deraniyagala,3.5,Science-Geography,./imagenes/01166.jpg,146,213
The Case Against Sugar,Gary Taubes,4.0,Science-Geography,./imagenes/01167.jpg,111,207
Overview,Benjamin Grant,4.5,Science-Geography,./imagenes/01168.jpg,180,191
The Voyage of the Beagle,Charles Darwin,4.0,Science-Geography,./imagenes/01169.jpg,139,220
The Theory of Everything,Stephen Hawking,4.0,Science-Geography,./imagenes/01170.jpg,145,220
Born for Love,Bruce D. Perry,4.5,Society-Social-Sciences,./imagenes/01171.jpg,146,220
The Examined Life,Stephen Grosz,4.0,Society-Social-Sciences,./imagenes/01172.jpg,143,220
Moonwalking with Einstein,Joshua Foer,4.0,Society-Social-Sciences,./imagenes/01173.jpg,141,220
Design as Art,Bruno Munari,4.0,Society-Social-Sciences,./imagenes/01174.jpg,134,220
The Big Short,Michael Lewis,4.5,Society-Social-Sciences,./imagenes/01175.jpg,143,220
Capitalism and Freedom,Milton Friedman,4.0,Society-Social-Sciences,./imagenes/01176.jpg,145,220
Learning Teaching 3rd Edition Student's Book Pack,Jim Scrivener,4.0,Society-Social-Sciences,./imagenes/01177.jpg,159,205
Love for Imperfect Things,Haemin Sunim,4.0,Society-Social-Sciences,./imagenes/01178.jpg,155,220
12 Rules for Life,Jordan B. Peterson,4.0,Society-Social-Sciences,./imagenes/01179.jpg,143,220
Everything I Know About Love,Dolly Alderton,4.0,Society-Social-Sciences,./imagenes/01180.jpg,137,220
David and Goliath,Malcolm Gladwell,4.0,Society-Social-Sciences,./imagenes/01181.jpg,153,210
The Men Who Stare At Goats,Jon Ronson,3.5,Society-Social-Sciences,./imagenes/01181.jpg,145,220
An Anthropologist on Mars,Oliver Sacks,4.0,Society-Social-Sciences,./imagenes/01181.jpg,135,205
Positive Discipline,Jane Nelsen,4.0,Society-Social-Sciences,./imagenes/01182.jpg,144,220
I Know Why the Caged Bird Sings,Maya Angelou,4.0,Society-Social-Sciences,./imagenes/01183.jpg,135,220
Consider The Lobster,David Foster Wallace,4.0,Society-Social-Sciences,./imagenes/01184.jpg,127,213
Wabi Sabi,Beth Kempton,4.0,Society-Social-Sciences,./imagenes/01185.jpg,139,220
Gender Trouble,Judith Butler,4.0,Society-Social-Sciences,./imagenes/01186.jpg,143,220
Illusions,Richard Bach,4.0,Society-Social-Sciences,./imagenes/01187.jpg,136,220
Man & His Symbols,Carl Gustav Jung,4.0,Society-Social-Sciences,./imagenes/01188.jpg,134,220
Rewire Your Brain,John B. Arden,4.0,Society-Social-Sciences,./imagenes/01189.jpg,137,205
The Wisdom Of The Enneagram,Russ Hudson,4.0,Society-Social-Sciences,./imagenes/01190.jpg,177,220
The Body Keeps the Score,Bessel van der Kolk,4.5,Society-Social-Sciences,./imagenes/01191.jpg,146,220
Emotional Intelligence,Daniel Goleman,4.0,Society-Social-Sciences,./imagenes/01192.jpg,124,196
No More Mr Nice Guy,Robert A. Glover,4.0,Society-Social-Sciences,./imagenes/01193.jpg,144,212
The Art of War,Ralph D. Sawyer,4.0,Society-Social-Sciences,./imagenes/01194.jpg,181,205
Switch On Your Brain,Dr. Caroline Leaf,4.0,Society-Social-Sciences,./imagenes/01195.jpg,142,220
the witch doesn't burn in this one,Amanda Lovelace,4.0,Society-Social-Sciences,./imagenes/01196.jpg,147,220
Nice Girls Don't Get The Corner Office,Lois P. Frankel,4.0,Society-Social-Sciences,./imagenes/01197.jpg,143,213
"Mind Over Mood- Second Edition",Dennis Greenberger,4.0,Society-Social-Sciences,./imagenes/01198.jpg,171,220
Fear,Bob Woodward,4.0,Society-Social-Sciences,./imagenes/01199.jpg,143,215
Period Power,Maisie Hill,4.0,Society-Social-Sciences,./imagenes/01199.jpg,144,220
The Afterlife of Billy Fingers,Annie Kagan,4.0,Society-Social-Sciences,./imagenes/01200.jpg,143,220
My Own Words,Ruth Bader Ginsburg,4.0,Society-Social-Sciences,./imagenes/01201.jpg,144,220
Discovering Statistics Using IBM SPSS Statistics,Andy Field,4.0,Society-Social-Sciences,./imagenes/01202.jpg,162,220
In An Unspoken Voice,Peter A. Levine,4.5,Society-Social-Sciences,./imagenes/01203.jpg,137,205
Drawing on the Right Side of the Brain,Betty Edwards,4.0,Society-Social-Sciences,./imagenes/01204.jpg,181,220
The Happiness Trap,Russ Harris,4.0,Society-Social-Sciences,./imagenes/01205.jpg,146,220
Smart but Scattered,Peg Dawson,4.0,Society-Social-Sciences,./imagenes/01205.jpg,154,220
"Disarming the Narcissist- Second Edition",Wendy T. Behary,3.5,Society-Social-Sciences,./imagenes/01206.jpg,147,212
The Illustrated Happiness Trap,Russ Harris,4.0,Society-Social-Sciences,./imagenes/01207.jpg,142,220
Puberty Girl,Shushann Movsessian,4.0,Society-Social-Sciences,./imagenes/01208.jpg,187,205
Grit,Angela Duckworth,4.0,Society-Social-Sciences,./imagenes/01208.jpg,139,204
The Gulag Archipelago,Aleksandr Solzhenitsyn,4.0,Society-Social-Sciences,./imagenes/01209.jpg,129,204
Sum,David Eagleman,4.0,Society-Social-Sciences,./imagenes/01210.jpg,139,220
Desert Flower,Waris Dirie,4.0,Society-Social-Sciences,./imagenes/01211.jpg,141,220
Just a Little Run Around the World,Rosie Swale-Pope,4.0,Sport,./imagenes/01212.jpg,135,205
The Supercar Book,Martin Roach,5.0,Sport,./imagenes/01213.jpg,167,220
Got Fight?,Forrest Griffin,4.0,Sport,./imagenes/01214.jpg,136,205
"The Strip-Built Sea Kayak: Three Rugged- Beautiful Boats You Can Build",Nick Schade,4.5,Sport,./imagenes/01215.jpg,171,220
A Season With Verona,Tim Parks,4.0,Sport,./imagenes/01216.jpg,133,205
What If I Had Never Tried It,Valentino Rossi,4.0,Sport,./imagenes/01217.jpg,127,205
The Ascent Of Rum Doodle,W. E. Bowman,4.0,Sport,./imagenes/01218.jpg,131,200
The Kiwi Pair,Eric Murray,4.5,Sport,./imagenes/01219.jpg,144,220
Lanterne Rouge,Max Leonard,3.5,Sport,./imagenes/01219.jpg,143,213
What I Talk about When I Talk about Running,Haruki Murakami,4.0,Sport,./imagenes/01220.jpg,144,220
Facing Up,Bear Grylls,4.0,Sport,./imagenes/01221.jpg,145,220
The Mamba Mentality,Kobe Bryant,4.0,Sport,./imagenes/01221.jpg,180,216
How to Survive the End of the World as We Know It,James Wesley Rawles,4.0,Sport,./imagenes/01222.jpg,146,220
Red: My Autobiography,Gary Neville,4.0,Sport,./imagenes/01223.jpg,141,220
Gerrard,Steven Gerrard,4.0,Sport,./imagenes/01224.jpg,143,220
Bicycle Diaries,David Byrne,3.5,Sport,./imagenes/01225.jpg,140,220
The Science of Running,Steve Magness,4.0,Sport,./imagenes/01226.jpg,170,220
NYC Ballet Workout,Peter Martins,4.0,Sport,./imagenes/01227.jpg,165,205
The Rory's Stories Guide to the GAA,Rory O'Connor,4.5,Sport,./imagenes/01228.jpg,144,220
Physiology of Sport and Exercise,W. Larry Kenney,4.0,Sport,./imagenes/01229.jpg,167,220
Golf is Not a Game of Perfect,Dr. Bob Cullen,4.5,Sport,./imagenes/01230.jpg,135,205
The Miracle Of Castel Di Sangro,Joe McGinniss,4.0,Sport,./imagenes/01231.jpg,139,220
Football Against The Enemy,Simon Kuper,4.0,Sport,./imagenes/01232.jpg,144,220
Ronnie,Ronnie O'Sullivan,4.0,Sport,./imagenes/01233.jpg,137,220
Guy Martin: Worms to Catch,Guy Martin,4.5,Sport,./imagenes/01234.jpg,140,220
Lore of Running,Tim Noakes,4.0,Sport,./imagenes/01235.jpg,157,220
Olympic Weightlifting,Greg Everett,4.5,Sport,./imagenes/01236.jpg,170,220
501excuses for a Bad Golf Shot,Justin Exner,3.5,Sport,./imagenes/01237.jpg,205,205
The Dirtiest Race in History,Richard Moore,4.0,Sport,./imagenes/01238.jpg,129,210
"""Soul Surfer: A True Story of Faith- Family- and Fighting to Get Back on the Board """,Hamilton,4.0,Sport,./imagenes/01239.jpg,147,220
Phil Gordon's Little Green Book,Phil Gordon,4.0,Sport,./imagenes/01240.jpg,149,220
Bodyweight Strength Training Anatomy,Bret Contreras,4.0,Sport,./imagenes/01241.jpg,155,220
Faster Road Racing,Peter Pfitzinger,4.5,Sport,./imagenes/01242.jpg,155,220
Tiger Woods,Jeff Benedict,4.5,Sport,./imagenes/01243.jpg,145,220
The Artist: Being Iniesta,Andres Iniesta,4.0,Sport,./imagenes/01244.jpg,143,220
Done Deal,Daniel Geey,3.5,Sport,./imagenes/01245.jpg,144,220
Wisden Cricketers' Almanack 2019,Lawrence Booth,5.0,Sport,./imagenes/01246.jpg,140,220
Eat Sweat Play,Anna Kessel,4.0,Sport,./imagenes/01247.jpg,138,220
Complete Krav Maga,Darren Levine,4.0,Sport,./imagenes/01248.jpg,175,220
Ready To Run,Kelly Starrett,4.5,Sport,./imagenes/01249.jpg,164,219
Race Across the World,JOHN SMAILES,3.5,Sport,./imagenes/01250.jpg,141,215
Solitary Fitness,Charles Bronson,3.5,Sport,./imagenes/01251.jpg,140,220
Red Men,John Williams,4.0,Sport,./imagenes/01252.jpg,144,220
The Northern Caminos,Dave Whitson,4.5,Sport,./imagenes/01253.jpg,147,220
A Pilgrim's Guide to the Camino De Santiago,John Brierley,4.5,Sport,./imagenes/01254.jpg,135,220
Going Long,Joe Friel,4.0,Sport,./imagenes/01255.jpg,175,220
Well-Built Triathlete,Matt Dixon,4.5,Sport,./imagenes/01256.jpg,176,220
Training and Racing with a Power Meter,Hunter Allen,4.0,Sport,./imagenes/01257.jpg,150,215
Dandelion Wine,Ray Bradbury,4.0,Teaching-Resources-Education,./imagenes/01258.jpg,142,215
Roxaboxen,Alice McLerran,4.5,Teaching-Resources-Education,./imagenes/01259.jpg,180,144
The Cartoon Guide to Algebra,Larry Gonick,4.0,Teaching-Resources-Education,./imagenes/01260.jpg,176,220
Schaum's Outline of French Vocabulary,Mary E. Coffman Crocker,4.5,Teaching-Resources-Education,./imagenes/01261.jpg,164,220
Three Cups of Tea,Greg Mortenson,3.5,Teaching-Resources-Education,./imagenes/01262.jpg,133,205
The Read-Aloud Handbook,Jim Trelease,4.5,Teaching-Resources-Education,./imagenes/01263.jpg,147,220
Effective Teaching Strategies: Lessons from Research and Practice,Roy Killen,4.0,Teaching-Resources-Education,./imagenes/01264.jpg,157,220
Teaching Humanities and Social Sciences,Rob Gilbert,3.0,Teaching-Resources-Education,./imagenes/01265.jpg,180,212
Let the Children Play,Pasi Sahlberg,4.5,Teaching-Resources-Education,./imagenes/01266.jpg,150,215
Economics Study Guide: Oxford IB Diploma Programme,Constantine Ziogas,4.0,Teaching-Resources-Education,./imagenes/01267.jpg,156,220
The Elephant in the Classroom,Jo Boaler,4.5,Teaching-Resources-Education,./imagenes/01268.jpg,141,220
The Unwritten Rules of PhD Research,Marian Petre,4.0,Teaching-Resources-Education,./imagenes/01269.jpg,145,220
Mary Sheridan's From Birth to Five Years: Children's Developmental Progress,Ajay Sharma,4.0,Teaching-Resources-Education,./imagenes/01270.jpg,156,220
Ten Days to Faster Reading,Abby Marks-Beale,4.0,Teaching-Resources-Education,./imagenes/01271.jpg,145,215
Maria Montessori,E.M. Standing,4.0,Teaching-Resources-Education,./imagenes/01272.jpg,146,220
Teaching English as a Foreign Language For Dummies,Michelle M. Maxom,3.5,Teaching-Resources-Education,./imagenes/01273.jpg,175,220
A Student's Introduction to English Grammar,Rodney D. Huddleston,4.0,Teaching-Resources-Education,./imagenes/01274.jpg,144,205
Grammar for English Language Teachers,Martin Parrott,4.0,Teaching-Resources-Education,./imagenes/01275.jpg,169,220
Cambridge Latin Course Book 4 Student's Book,Cambridge School Classics Project,4.0,Teaching-Resources-Education,./imagenes/01276.jpg,178,220
How Children Succeed,Paul Tough,4.0,Teaching-Resources-Education,./imagenes/01277.jpg,126,212
Using Picture Books to Teach Writing with the Traits: K-2,Ruth Culham,4.5,Teaching-Resources-Education,./imagenes/01278.jpg,169,220
Sight Word Readers Parent Pack,Scholastic Teaching Resources,4.5,Teaching-Resources-Education,./imagenes/01279.jpg,183,184
BUONGIORNO ITALIA! Audio CD's (NEW EDITION),Joseph Cremona,4.5,Teaching-Resources-Education,./imagenes/01280.jpg,151,205
GREEK LANGUAGE AND PEOPLE COURSE BOOK (NEW EDITION),David Hardy,4.5,Teaching-Resources-Education,./imagenes/01281.jpg,179,205
The First 20 Hours,Josh Kaufman,3.5,Teaching-Resources-Education,./imagenes/01282.jpg,145,220
Teach Your Child to Read in 100 Easy Lessons,Siegfried Engelmann,4.0,Teaching-Resources-Education,./imagenes/01282.jpg,169,220
Style Manual,Dcita,4.0,Teaching-Resources-Education,./imagenes/01283.jpg,180,220
Raising Readers,Megan Daley,4.5,Teaching-Resources-Education,./imagenes/01284.jpg,147,220
Breakthrough Rapid Reading,Peter Kump,3.5,Teaching-Resources-Education,./imagenes/01285.jpg,164,220
I Wish My Teacher Knew,Kyle Schwartz,4.0,Teaching-Resources-Education,./imagenes/01286.jpg,149,220
Painting With Children,Brunhild Müller,3.0,Teaching-Resources-Education,./imagenes/01287.jpg,200,220
Good Questions for Math Teaching,Pat Lilburn,4.0,Teaching-Resources-Education,./imagenes/01288.jpg,115,133
The Bumper Book of Story Telling into Writing at Key Stage 1,Pie Corbett,4.5,Teaching-Resources-Education,./imagenes/01289.jpg,141,205
The Innovator's Mindset,George Couros,4.0,Teaching-Resources-Education,./imagenes/01290.jpg,147,215
The Mixing Engineer's Handbook 4th Edition,Bobby Owsinski,4.5,Teaching-Resources-Education,./imagenes/01291.jpg,170,220
English Grammar in Use Book with Answers and Interactive eBook,Raymond Murphy,4.5,Teaching-Resources-Education,./imagenes/01292.jpg,164,220
The Merchant of Venice,Vicki Wienand,4.0,Teaching-Resources-Education,./imagenes/01293.jpg,170,220
Closing the Vocabulary Gap,Alex Quigley,4.5,Teaching-Resources-Education,./imagenes/01293.jpg,155,220
Pocket Guide to APA Style,Robert Perrin,4.0,Teaching-Resources-Education,./imagenes/01294.jpg,111,220
Foundation Maths,Anthony Croft,5.0,Teaching-Resources-Education,./imagenes/01295.jpg,171,220
The Rules of People,Richard Templar,3.5,Teaching-Resources-Education,./imagenes/01296.jpg,137,215
Help Your Kids with English,Carol Vorderman,4.5,Teaching-Resources-Education,./imagenes/01297.jpg,183,220
Talk Like TED,Carmine Gallo,4.0,Teaching-Resources-Education,./imagenes/01298.jpg,145,220
Transitioning to Concept-Based Curriculum and Instruction,H. Lynn Erickson,4.0,Teaching-Resources-Education,./imagenes/01298.jpg,154,220
Third Culture Kids,David C. Pollock,4.0,Teaching-Resources-Education,./imagenes/01299.jpg,146,220
Raising Human Beings,Ross W. Greene,4.0,Teaching-Resources-Education,./imagenes/01299.jpg,144,220
Edexcel International GCSE Biology Student Book Second Edition,Erica Larkcom,0.0,Teaching-Resources-Education,./imagenes/01300.jpg,170,220
Research Methods in Early Childhood,Penny Mukherji,4.0,Teaching-Resources-Education,./imagenes/01301.jpg,177,220
Sir Cumference And The Dragon Of Pi,Cindy Neuschwander,4.0,Teaching-Resources-Education,./imagenes/01302.jpg,195,205
Craft Lessons,Ralph Fletcher,4.0,Teaching-Resources-Education,./imagenes/01303.jpg,166,220
Python For Kids,Jason Briggs,4.0,Teaching-Resources-Education,./imagenes/01304.jpg,166,220
Wonderful Life With The Elements,Bunpei Yorifuji,4.0,Teaching-Resources-Education,./imagenes/01305.jpg,187,220
Speech to Print,Louisa Cook Moats,4.0,Teaching-Resources-Education,./imagenes/01306.jpg,147,205
The Growth Mindset Coach,Annie Brock,4.0,Teaching-Resources-Education,./imagenes/01307.jpg,144,203
Anger Management Games for Children,Deborah Plummer,4.0,Teaching-Resources-Education,./imagenes/01308.jpg,155,220
Different Like Me,Jennifer Elder,4.0,Teaching-Resources-Education,./imagenes/01309.jpg,167,220
The Green Zone Conversation Book,Joel Shaul,4.0,Teaching-Resources-Education,./imagenes/01310.jpg,180,140
Exploring Feelings for Young Children with High-Functioning Autism or Asperger's Disorder,Tony Attwood,4.0,Teaching-Resources-Education,./imagenes/01311.jpg,170,212
How to Talk so Kids Can Learn at Home and in School,Adele Faber,4.0,Teaching-Resources-Education,./imagenes/01312.jpg,144,220
An Introductory Guide to Anatomy & Physiology,Louise Tucker,4.0,Teaching-Resources-Education,./imagenes/01313.jpg,168,220
Baby Sees: Spots and Dots,Chez Picthall,4.0,Teaching-Resources-Education,./imagenes/01314.jpg,205,214
Distressed or Deliberately Defiant?,Judith A. Howard,4.0,Teaching-Resources-Education,./imagenes/01315.jpg,143,220
Exploring Feelings,Tony Attwood,4.0,Teaching-Resources-Education,./imagenes/01316.jpg,168,220
The Story of the World: History for the Classical Child,Susan Wise Bauer,4.5,Teaching-Resources-Education,./imagenes/01317.jpg,140,220
Behavior Solutions For the Inclusive Classroom,Beth Aune,3.5,Teaching-Resources-Education,./imagenes/01318.jpg,137,220
Grade 1 Writing,Kumon Publishing,4.0,Teaching-Resources-Education,./imagenes/01319.jpg,171,220
Ricky Sticky Fingers,Julia Cook,4.5,Teaching-Resources-Education,./imagenes/01320.jpg,155,137
Nuevo Ven,Francisca Castro,4.0,Teaching-Resources-Education,./imagenes/01321.jpg,165,220
The Clockwork Universe,Edward Dolnick,4.0,Technology-Engineering,./imagenes/01322.jpg,147,220
Ottolenghi: The Cookbook,Yotam Ottolenghi,4.5,Technology-Engineering,./imagenes/01323.jpg,138,197
Blind Mans Bluff,Christopher Drew,4.0,Technology-Engineering,./imagenes/01324.jpg,143,220
Mastering Audio,Bob Katz,4.5,Technology-Engineering,./imagenes/01325.jpg,205,185
Brave New Work,Aaron Dignan,4.0,Technology-Engineering,./imagenes/01326.jpg,144,220
Energy and Civilization,Vaclav Smil,4.0,Technology-Engineering,./imagenes/01327.jpg,154,220
The Invention of Nature,Andrea Wulf,4.5,Technology-Engineering,./imagenes/01328.jpg,145,220
Army of None,Paul Scharre,4.0,Technology-Engineering,./imagenes/01329.jpg,147,220
Welding For Dummies,Steven Robert Farnsworth,4.0,Technology-Engineering,./imagenes/01330.jpg,176,220
The Complete Woodcuts of Albrecht Durer,Albrecht Durer,4.0,Technology-Engineering,./imagenes/01331.jpg,153,220
507 Mechanical Movements,Henry T. Brown,4.0,Technology-Engineering,./imagenes/01332.jpg,180,207
Empire of the Clouds,James Hamilton-Paterson,4.0,Technology-Engineering,./imagenes/01333.jpg,131,205
Silent Spring,Rachel Carson,4.0,Technology-Engineering,./imagenes/01334.jpg,147,220
Elon Musk,Ashlee Vance,4.0,Technology-Engineering,./imagenes/01335.jpg,139,220
Endurance,Scott Kelly,4.0,Technology-Engineering,./imagenes/01336.jpg,151,197
Designing Great Beers,Ray Daniels,4.5,Technology-Engineering,./imagenes/01337.jpg,144,205
MRI in Practice,Catherine Westbrook,4.0,Technology-Engineering,./imagenes/01338.jpg,175,220
"Programming Arduino: Getting Started with Sketches- Second Edition",Simon Monk,4.0,Technology-Engineering,./imagenes/01339.jpg,147,220
Metric Pattern Cutting for Children's Wear and Babywear,Winifred Aldrich,4.0,Technology-Engineering,./imagenes/01340.jpg,167,220
Reeds Skipper's Handbook,Malcolm Pearson,4.5,Technology-Engineering,./imagenes/01341.jpg,138,220
"Watch- Thoroughly Revised- The",Stone Gene,4.0,Technology-Engineering,./imagenes/01342.jpg,180,179
Ten Arguments For Deleting Your Social Media Accounts Right Now,Jaron Lanier,3.5,Technology-Engineering,./imagenes/01342.jpg,144,220
Holistic Management Handbook,Jody Butterfield,4.5,Technology-Engineering,./imagenes/01343.jpg,170,220
Culinary Reactions,Simon Quellen Field,3.5,Technology-Engineering,./imagenes/01344.jpg,147,220
Beautiful Lego,Mike Doyle,4.0,Technology-Engineering,./imagenes/01344.jpg,177,220
The Lego Mindstorms Ev3 Laboratory,Daniele Benedettelli,4.5,Technology-Engineering,./imagenes/01345.jpg,177,220
Top-Bar Beekeeping,Les Crowder,4.5,Technology-Engineering,./imagenes/01346.jpg,147,220
Mastering Pasta,Marc Vetri,4.5,Technology-Engineering,./imagenes/01347.jpg,197,220
Framed Perspective Vol. 2,Marcos Mateu-Mestre,4.5,Technology-Engineering,./imagenes/01348.jpg,170,220
The Maria Thun Biodynamic Calendar 2018: 2018,Matthias Thun,0.0,Technology-Engineering,./imagenes/01349.jpg,146,220
Craft Cider Making,Andrew Lea,4.0,Technology-Engineering,./imagenes/01349.jpg,153,220
Disrupted,Dan Lyons,4.0,Technology-Engineering,./imagenes/01350.jpg,144,220
